name,brand,description
Expresso - NescafE - 1,Nescafe,"NESCAFE GOLD BLEND Espresso is a strong-tasting, rich and aromatic coffee with a distinctive flavour. Short but intensely satisfying, it has a depth of flavour that espresso connoisseurs will love. When prepared, your premium instant espresso coffee will be topped with a velvety crema for that special finishing touch."
Cappuccino - NescafE - 16 capsules,,Prodcut Description
Irish latte - Nescafe - 176g,,Prodcut Description
Nescafe - 16g,,Prodcut Description
NESCAFE Fine mousse - 140 g,,Prodcut Description
Nescafe,Nescafe,"NescafE is an iconic coffee brand that is recognised around the world. NescafE comes from a rich coffee tradition that supports local communities and its farmers. The brand has been able to grow and innovate over the years, giving coffee lovers excitement and delight every time they need and want a cup of coffee."
NescafE Original - 100 g,,Prodcut Description
Nescafe Classic - Nestle - 120г,,Prodcut Description
NescafE Instant Coffee - 200g,,Prodcut Description
Latte Macchiato - NescafE - 194 g,,Prodcut Description
Cafe per latte - NescafE,Nescafe,The caffe latte often has less foam than a cappuccino and is usually served in a taller cup or glass. A caffe latte is an espresso with milk. In Italy a Caffe is an espresso. Latte is milk.
Vanilla Latte - NescafE,,Prodcut Description
NescafE Capuccino Latte Vainilla 310G,,Prodcut Description
intense americano instant coffee - NescafE Azera,,Prodcut Description
Latte - NescafE,,Prodcut Description
Crema - NescafE,Nescafe,"NESCAFE Gold Crema is carefully crafted to create a more refined and silkier taste. We've taken the smooth, rounded taste of our NESCAFE Gold range and added a velvety, golden crema for the most sophisticated coffee experience. NESCAFE Gold Crema is carefully crafted to create a more refined and silkier taste."
NescafE - NestlE - 50g,,Prodcut Description
DOLCE GUSTO BIO Espresso Honduras - NescafE,,Prodcut Description
NescafE,,Prodcut Description
Nescafe latte cappuccino - 200ml,,Prodcut Description
Nescafe Classic instant coffee Blend Arabia robusta - 100g,,Prodcut Description
Nescafe,Nescafe,"NescafE is an iconic coffee brand that is recognised around the world. NescafE comes from a rich coffee tradition that supports local communities and its farmers. The brand has been able to grow and innovate over the years, giving coffee lovers excitement and delight every time they need and want a cup of coffee."
Nescafe 3 in 1 - 15g,,Prodcut Description
Decaf instant coffee - NescafE - 100 g,,Prodcut Description
Shakissimo Latte Espresso - NescafE - 190 ml,,Prodcut Description
Nescafe classic instant coffee,,Prodcut Description
NescafE sElection corsE et intense - 200 g,,Prodcut Description
Nescafe gold - NestlE - 200 g,Nescafe,NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma. NESCAFE GOLD is expertly crafted with premium choice Arabica beans and roasted to golden perfection for a smoother taste and richer aroma.
Ricoffy NescafE,,Prodcut Description
Dolce Gusto espresso intenso - Nescafe - 16,,Prodcut Description
NescafE,,Prodcut Description
Classic natural - Nescafe,,Prodcut Description
NescafE Gold - 95 g,,Prodcut Description
NescafE Cappuccino Light - (6 x 20 g) 120 g,,Prodcut Description
Nestle Ricoffy In Tin 250 GR - NescafE,Nescafe,"NESCAFE RICOFFY's unique fresh percolated taste is captured from the finest coffee beans and chicory. This blend is slow roasted, ground and freshly percolated to perfection, capturing the full taste and aroma of fresh, roasted coffee."
Red Romance - Nescafe,,Prodcut Description
NES cafE soluble - NescafE - 260 g,,Prodcut Description
Ricoffy DEcaf - NescafE,,Prodcut Description
Gold dessert - NescafE,,Prodcut Description
Nescafe,,Prodcut Description
Rich Instant Coffe - NescafE,,Prodcut Description
Dolce Gusto ristretto ardenza - NescafE - 112 g e (16 * 7 g),Nescafe,"One of our most intense coffee, Ristretto Ardenza is short yet remarkably powerful. You will be surprised by the spicy notes and peppery notes released under its dense, dark golden crema top. Discover this dark roast blend of premium Arabica from Ethiopia and Colombia mainly complemented with Robusta from Vietnam."
Preludio - NescafE,,Prodcut Description
Espresso Absolute origin Peru - Cajamarca - Dolce Gusto,,Prodcut Description
Nescafe Gold - 100g,,Prodcut Description
FrappE - CafE glacE - NescafE - 8 * 16 g,,Prodcut Description
Flat White - NestlE - 16pcs,,Prodcut Description
Nescafe Classic,Nescafe,The unmistakable taste and aroma that we all know and love is still as good as ever. Our signature coffee has a medium-dark roast that gives it a full flavour and wonderfully invigorating taste. The unmistakable taste and aroma that we all know and love is still as good as ever.
Cappuccino intenso - NescafE,,Prodcut Description
Nescafe Hazelnut - 100g,,Prodcut Description
CafE - NescafE - 45 g,,Prodcut Description
Nescafe 3in1 coffee with milk and sugar - 18 g,Nescafe,Prodcut Description
Dolca NescafE - NestlE - 170 g,,Prodcut Description
Shakissimo Cappuccino Latte - NescafE - 190 ml,Nescafe,"Indulge yourself with NESCAFE Shakissimo, our deliciously rich, cold, ready-to-drink cafE latte. Simply shake it, kiss it and enjoy the pleasure of quality coffee with luxuriously smooth, rich foam any barista would be proud of."
"poeder oplos koffie - nescafe - 0,100 kg",,Prodcut Description
Nescafe decaf - 200g,,Prodcut Description
Nescafe classic 3 in 1,,Prodcut Description
Decaf extra suave - Nescafe,,Prodcut Description
Dolce Gusto Espresso intenso - NescafE - 112 g,Nescafe,"With an intensity of 7 out of 11, this short coffee has fruity and spicy aromas, a smooth body and a generous velvety crema. Savor the notes of summer red berries and the spicy undertones of pink berry pepper in this intense shortcup"
"Espresso - NescafE - 1,8 g",,Prodcut Description
Dolce gusto - NescafE,,Prodcut Description
"NescafE CafE Mocha 8x18 gr, 1 Paquet - 144 g",,Prodcut Description
Capsule Espresso Intenso x30 - NescafE,Nescafe,"You will be surprised by the spicy and fruity aromas of this medium roast espresso, made of premium Arabica from Colombia mainly and Robusta from Vietnam. All topped with a generous velvety crema."
NescafE Extra Forte Original - 100 g,,Prodcut Description
เนสกาแฟโกลด์ คาปูชิโน - Nestle - 20.5 g,,Prodcut Description
Nescafe sElection - 1,,Prodcut Description
Nescafe Red Mug,Nescafe,"Holds 250ml of liquid Microwave and dishwasher safe Ceramic, Iconic and Stylish Modern Red Mug Perfect for at home or in the office."
Cappuccino cafE soluble descafeinado - NescafE,,Prodcut Description
taster's choice descafeinado - nescafe - 48 g,,Prodcut Description
Bella caffE cappuccino - NescafE,,Prodcut Description
NescafE,,Prodcut Description
Dolce Gusto - Espresso Caramel - Nescafe - 16 capsules,,Prodcut Description
espresso - nescafe,Nescafe,"NESCAFE Espresso is made from fine Arabica coffee beans. With over 75 years of experience, our expert roasters select high quality beans and then finely grind and roast them, bringing out the most delicious and aromatic flavours. Simply add hot water and stir for a delicious espresso with a delightful crema."
"NescafE Espresso Instant Coffee, 25 Single-servings",,Prodcut Description
Classic descafeinado - NescafE - 50 g,,Prodcut Description
NescafE Cappuccino Caramel - 136g,,Prodcut Description
NescafE Tradición - 230 g,Nescafe,"Made with the best combination of Colombian and world coffee, NescafE Tradition Instant Coffee is perfect to be taken at work to stay productive and focused, or at home in a relaxed moment. This dark roast instant coffee is a rich and aromatic product ideal to get the most out of your day."
NESCAFE - 50g,,Prodcut Description
NescafE Gold finesse - Nestle - 200g,,Prodcut Description
Gusto Flat White Coffee Pods Capsules per Box - NescafE,,Prodcut Description
NescafE - 100 g,,Prodcut Description
NescafE Selection dEcafEinE cafE soluble - 200g,Nescafe,"To make NESCAFE® GOLD Decaf, we carefully roast our blend, and decaffeinate them purely using water. This results in a rich taste and aroma that can be enjoyed at any time of the day. Take a moment to appreciate the small things in life with a delicious cup of premium instant decaf coffee."
CafE - NescafE - 150 ml,,Prodcut Description
Nescafe Breakfast 3in1 32G,,Prodcut Description
Colombia lungo Nescafe,Nescafe,Prodcut Description
NescafE Tradición,,Prodcut Description
NescafE 3 en 1 gout CafE au Lait sucrE - 180g,,Prodcut Description
"NESCAFE SPECIAL FILTRE Fine CrEma, CafE Soluble, Flacon de 100g - 100 g",Nescafe,"Nescafe instant coffee ""Special filter"" Crema is a rich coffee with a strong flavor. Easy to prepare, just mix a stick with about 2.3 Fl. oz of water et voila."
CAFE AU LAIT - NESCAFE - 160 G,,Prodcut Description
Marrakech tea - NescafE,,Prodcut Description
NescafE Reserva XIAPAN CafE puro soluble - 50 g,,Prodcut Description
NescafE espresso macchiato - 100 g,,Prodcut Description
3in1 warmy caramel - Nescafe - 16g,,Prodcut Description
Dolce Gusto Espresso intenso decafeinato - NescafE - 112g,Nescafe,"Discover the NESCAFE® Dolce Gusto® Espresso Intenso Decaffeinato, an intense coffee with a medium roast. A small, decaffeinated coffee (50 ml) with fruity and spicy notes. Strength 7/11."
Nescafe - 200 g,,Prodcut Description
Clasico - Dark Roast Instant - NescafE,,Prodcut Description
"NescafE Dolce Gusto Citrus Honey Black Tea - 83,2 g e",,Prodcut Description
Capsules espresso - nescafE dolce gusto - 16,,Prodcut Description
"Double filter,full flavour - NescafE - 200 g",Nescafe,"Nescafe's Caffeine Classic Double Filter is an improved version of its classic blend, providing a richer and bolder taste. Its smooth texture and intense aroma make for a truly stimulating experience. Perfect for those who love a strong kick of flavour."
Conj.vinho Her.servas - NescafE,,Prodcut Description
reserva verarica - nescafe,,Prodcut Description
Cappucino Chocolate - NescafE - 306g,,Prodcut Description
Gold mocaccino preparato solubile pe caffe al - NescafE,,Prodcut Description
GOLD BLEND Instant Coffee - NescafE - 200g,Nescafe,"Nescafe Gold is a sophisticated, aromatic coffee with a rich, well-rounded taste that creates delicious moments instantly. It brings out the best from Nestle's high-quality Arabica and Robusta beans to create a rich and smooth soluble coffee powder. Nescafe's commitment to quality goes well beyond the product."
Classic creme cafE soluble natural con crema - NescafE - 100 tazas,,Prodcut Description
latte macchiato - NescafE,,Prodcut Description
CafE macchiato sin gluten - Nescafe,,Prodcut Description
NescafE Gold Capuccino,Nescafe,NESCAFE® Gold Cappuccino. Indulge in a cafE style frothy cappuccino complemented with generous serving of silky milk foam to create a decadent coffee experience. A carefully selected blend of milk and authentic NESCAFE® coffee is what makes our NESCAFE® Gold Cappuccino so irresistible.
Nescafe - 180g,,Prodcut Description
NescafE - 200 g,,Prodcut Description
Nescafe My Cup 3 Pour 1 30 X 20GR,,Prodcut Description
